CustomerName,StreetNumber,StreetName,Zip,DOB,Savings,Checkings,CreditCard,Pin
Randie Weddeburn - Scrimgeour,32,Pennsylvania,17000-000,59552392000,$98646.66,$18949.42,5048375472711679,4663
Carlota Chesson,89098,American,36770-000,557038482000,$47551.09,$60835.75,5108758192530452,7764
Theresa Leguey,62,Declaration,,780869178000,$90440.76,$47399.83,5108752482673940,7535
Valerye Hawkings,5,Dovetail,,192750052000,$73894.02,$17603.52,5048372457835292,3745
Selestina Barense,34,Packers,,251448308000,$49924.50,$94457.62,5108750127269165,1979
Ronald Habin,22749,Anzinger,,249403128000,$80939.50,$98737.24,5108754255467807,2656
Saba Newlyn,73827,Browning,1049,-151139199000,$8499.69,$64540.09,5108750264116559,2729
Oran Arnatt,0,Katie,36205,1170269565000,$61470.99,$34740.92,5048373787379050,6267
Cointon Durek,87034,Maple Wood,,-275288502000,$49971.98,$62072.06,5108750309880987,1318
Oswell Papps,378,Valley Edge,,201530198000,$3863.32,$70845.81,5108754103918845,4936
Koral Nasey,2,Haas,30000-000,-272068432000,$94325.97,$38585.13,5108759398527821,8373
Goldarina McFayden,71,Killdeer,,253600323000,$31944.74,$99646.80,5048374653283517,1619
Carter Benns,7,Spohn,275 80,-182580464000,$78231.24,$70966.13,5048377134725428,7385
Maryrose Drysdell,89,Dottie,,-601856114000,$88967.13,$87140.58,5108754842065478,1906
Gallagher Jzak,90,Brickson Park,,579466786000,$77631.79,$64489.34,5048372791738483,3820
Hermon Mathes,6593,Bluestem,,-235157545000,$91634.52,$30625.74,5108755668612905,7641
Audrye Pisco,9,Kipling,21240,1024503000,$2994.44,$72417.14,5048370262544018,9105
Katuscha Scowcroft,84,Hollow Ridge,,783216232000,$68211.23,$89429.66,5048373762015620,5255
Dulcy Prahm,75,Pepper Wood,06224 CEDEX,1601809595000,$75033.72,$77774.42,5108755939549035,1438
June Windrass,179,1st,,-415028930000,$84129.55,$2023.58,5048376113750266,5515
Emmalee Brandes,684,Sutteridge,77294 CEDEX,998849326000,$14183.59,$32433.54,5048377423143242,3333
Andrey Fincke,0,Rockefeller,,1198533634000,$31177.70,$17877.62,5108750034943886,9106
Rhodie Beardshaw,466,Fisk,,1548453929000,$63479.43,$86166.43,5048372329754739,5844
Dasya Lynock,191,Forster,3543,910763547000,$18003.97,$18743.38,5108755882853939,5564
Ninon Jelly,2376,Arizona,5700,-59980180000,$51499.75,$87716.35,5048371211712797,6791
Gunar Stonman,7,Sutteridge,,1308025220000,$91193.95,$12244.32,5108753411697224,6139
Clemmie Caseley,7456,Warner,,373499683000,$67512.81,$28577.60,5108759570489311,2506
Ben Livard,165,Coleman,D17,845823303000,$65483.92,$58866.65,5108756518765992,1045
Eddie Peto,49867,Waywood,96-127,152839806000,$53180.72,$52396.42,5108752823322017,4316
Cody Borgnet,399,Artisan,,1546244196000,$72770.60,$89099.70,5108751780080790,1761
Annabell Sannes,35,Fairview,238158,1288789873000,$27748.84,$31307.93,5108751607637343,3478
Codie McCurlye,5,Esker,4815-014,1369811033000,$24186.27,$60211.71,5108759948577961,5582
Elsworth MacNeil,6568,Meadow Ridge,,869527210000,$16466.04,$53776.22,5048370326516606,1675
Collete Crummy,316,Hoard,,1645120006000,$40765.03,$86032.39,5048371218259578,2602
Shana Peetermann,8,Roth,,61538535000,$98636.07,$67058.74,5048378723112721,7973
Carla O'Shesnan,91217,Scott,,893556427000,$1991.79,$40105.77,5108755522206803,8137
Kessia Leipold,811,Mockingbird,,756462668000,$80105.86,$31471.41,5048372152667347,3567
Ulick Tythe,58,Towne,929-0203,-433549108000,$2258.48,$37679.90,5048378775478798,3201
Rebeka Dargie,141,Heffernan,,1079703108000,$2282.99,$86104.62,5048379659276183,1508
Remus Hinksen,86124,Coolidge,,-411646136000,$83264.26,$83214.27,5048371860715307,5333
Casper Demange,61389,Walton,,1020823092000,$93436.75,$87049.79,5048375234233293,6985
Brittaney Ackenhead,45444,Elka,67073 CEDEX,1296218564000,$94802.42,$15471.25,5108759187107926,4666
Galina Hinrichs,1,Moulton,,1357134739000,$75579.89,$53490.95,5108757260045112,9032
Siffre Gunner,7896,Ridgeway,,1037359486000,$9723.62,$59989.52,5108752943772430,3517
Mervin Havesides,3,Onsgard,2621,724288829000,$94652.30,$70987.42,5048370413182056,7955
Nobie Sneden,868,Buena Vista,,1155186912000,$72065.07,$28699.54,5048378855593532,4547
Patsy Menci,07524,Westport,33480,1503410506000,$49404.22,$4258.49,5108759401533352,6400
Jillana Bynold,9,Valley Edge,,-346130449000,$2156.12,$90094.69,5108759172374051,7486
Wells Rickerby,78,Iowa,95719 CEDEX 1,1086367746000,$3550.89,$48461.29,5108757499732837,8167
Julian Micheu,0955,Corry,,702272900000,$35283.32,$61569.80,5108758863008424,7613
Letty Wellings,3476,Judy,,1248471072000,$28254.94,$99066.45,5048374328135522,3583
Olav Scrivinor,393,Bluestem,,707916793000,$86746.69,$81438.98,5048375040508045,4743
Jard Haddrill,5,Helena,20110,290662373000,$69703.65,$51163.64,5108751282171386,8700
Aurelia Aindrais,494,Eastlawn,452988,1068256146000,$98504.65,$52137.08,5048378497431729,4480
Duffie Whitaker,755,Warrior,,1369598223000,$34667.61,$88540.66,5048377728692752,1359
Willow Ludlam,7560,Center,,-527397092000,$83629.71,$87207.83,5108755264741603,5825
Lissa Lyst,92807,Larry,,512836545000,$97902.44,$5687.26,5108754783921838,4662
Aurthur Zink,829,Butterfield,75710,-79509096000,$8772.16,$678.84,5048375427148415,6484
Feliks Kier,8,Dawn,,-557776761000,$97491.58,$46859.67,5108756311281643,8802
Maxie Warlow,8736,Express,,472622899000,$49692.84,$56903.62,5108759791331870,2529
Magdalena Babbidge,54,High Crossing,,495486799000,$43107.85,$70140.72,5108752008940963,3650
Amelita Leare,099,Moland,145 69,-165854813000,$84427.90,$67056.75,5108755400842927,5607
Yvette Keyte,994,Golf Course,55750-000,729098160000,$18090.71,$94718.49,5048370048417182,6833
Janella Hardan,3059,Farragut,,543713731000,$79257.01,$68017.77,5108759407187211,5108
Fawne Bloss,36853,Bay,301005,302209399000,$68087.69,$89288.56,5108752084975396,1141
Brooks Clackers,20,Canary,,1290588326000,$23480.49,$90237.22,5108759596690058,2470
Aube Marre,2,Fair Oaks,58110,-546051380000,$18933.22,$8377.23,5048373680607649,2197
Jolie Allawy,05,6th,,-553053682000,$30636.50,$67624.81,5048378493665569,4955
Bev Roo,717,Barby,,833154574000,$76467.23,$83804.59,5108753403065851,6324
Sarene Grigoletti,6046,Hanover,2905,584921386000,$59425.28,$81542.09,5108752887746465,8384
Ernesta McVane,9154,Di Loreto,8118,-2123602000,$48154.67,$14968.31,5108753535781367,6636
Davide Doe,7,Gulseth,,1352438148000,$330.62,$92623.20,5048370145890620,5205
Goldy Bernade,4105,Daystar,,1279241333000,$41333.53,$11463.16,5048378726840393,2087
Sammy Ledeker,9708,Mayer,37-114,1610034652000,$88519.73,$86043.12,5108758772486042,6635
Rea Athow,0,Portage,4201,1422299148000,$44472.52,$4486.30,5108751057937359,9183
Foss Canto,7,Tomscot,56000,114216916000,$32675.68,$57065.90,5048379614366111,2514
Rowe Joynson,26,Johnson,60922 CEDEX 9,1053904978000,$95394.19,$1525.85,5108752839643570,3862
Arni Tetford,4437,Sugar,,26424871000,$87182.37,$29258.73,5048372873040931,3781
Carlen Lofting,96,Rigney,64-915,1450509254000,$79085.95,$13735.62,5108756274072021,7955
Marice Yorston,1,Surrey,,1337340308000,$84752.43,$72155.13,5108753973075991,9516
Kai Bollands,74,Ruskin,,1186132571000,$18920.44,$91174.93,5108756794161999,1538
Chiquia Ayshford,64354,Coolidge,,368839790000,$67838.61,$49712.50,5048373483979351,8244
John Chatell,8,Canary,626190,1387180142000,$6157.67,$51353.84,5048372946649338,4553
Kelvin Thumann,870,Westridge,917 32,482029283000,$53171.15,$78583.43,5108757663931777,4294
Lon Titterington,86603,Brentwood,62-704,1391561811000,$12438.19,$38869.21,5108755821912382,2391
Aretha Gateman,13,Sycamore,,-238035347000,$75590.06,$67013.50,5108752208330882,3008
Nanine Gasgarth,3915,Dryden,,711097076000,$80605.79,$21659.74,5108751473930418,2302
Lanny Lukins,081,Morningstar,,962741162000,$13795.59,$19507.48,5048377695149257,3435
Cris Wornum,03875,Schurz,901993,-139263614000,$19155.12,$36550.91,5108757594000221,4604
Ahmed Baldi,753,Dennis,,1230049208000,$72058.75,$1186.72,5108757431026538,9268
Kerwinn Roo,3542,Artisan,,635657873000,$47024.82,$47107.69,5108750517405445,8285
Ginger Jerdon,92707,Caliangt,6503,834948468000,$8213.13,$15550.30,5108759609152823,7771
Aldon Hupe,2337,Briar Crest,,1210659222000,$65142.05,$35214.17,5108754911938167,8896
Fiona Pippard,342,Anthes,,169512533000,$15319.02,$46850.35,5108757481318405,6315
Lind Broggetti,63025,Heath,,-264440170000,$96730.40,$45176.13,5108756579947091,5433
Agnes Godding,8066,Montana,,-336272756000,$44310.90,$26988.40,5048376884928505,2310
Magdalena Corselles,53028,Hayes,37281,619579815000,$26188.15,$31031.20,5048376994891031,9667
Kellyann Ohanessian,2,Raven,,779230882000,$81404.34,$33331.95,5108751770643383,2158
Alvira Olding,3313,Bunker Hill,,-487711718000,$94067.30,$32910.40,5048373491618934,8716
Joana Penketh,30962,Mitchell,,889368671000,$11150.92,$94490.94,5048375765834055,4496
Faustine Dullingham,25,Northridge,,-69552848000,$84970.65,$13982.59,5108757687931712,6261
Darcy McGuigan,9224,Scofield,,780704063000,$16150.29,$55812.20,5048371080730862,3832
Antonietta Comins,332,Hanson,602 34,416548058000,$77496.49,$25976.98,5048370013272661,2405
Werner Duckit,0,Gale,,640945598000,$9134.61,$92929.54,5048371360426769,4563
Jolynn Hamber,04,Muir,94636 CEDEX 1,512991314000,$88590.80,$79981.60,5108753376137679,5809
Merola O'Keenan,72,Grim,,353410944000,$40569.90,$69597.17,5048374692942396,5171
Alvis Rudgley,92279,Dennis,,-190589172000,$34294.91,$70905.16,5108755456723930,1057
Marjy Trevain,61,Prairie Rose,,1370830513000,$52783.77,$2542.71,5108753535832632,4589
Valida Marginson,914,Almo,,-298618111000,$38951.90,$52136.14,5048379738950683,1871
Carleen Ashtonhurst,145,Summit,83-243,314369948000,$99503.40,$72228.12,5108755916455222,6065
