,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerName,StreetNumber,StreetName,Zip,DOB,Savings,Checkings,CreditCard,Pin
658,658,658,658,658,658,658,658,658,Adrien Davion,7154,Hooker,4332,-372836407000,3665.79,37136.86,5048375720108132,3008
659,659,659,659,659,659,659,659,659,Clo Chantrell,49192,Novick,103 50,-354289801000,50843.84,98919.89,5048376692970400,8082
660,660,660,660,660,660,660,660,660,Amerigo Lawerence,20,Butternut,68144,952844706000,13260.05,58400.82,5108759328340048,4291
661,661,661,661,661,661,661,661,661,Kynthia Newlyn,1206,4th,67190,643775397000,92311.34,59897.65,5048375200570819,7457
662,662,662,662,662,662,662,662,662,Celka End,2,Corscot,5204,-217739275000,76981.29,36487.43,5048370613937986,4122
663,663,663,663,663,663,663,663,663,Courtney Hawkins,82,Continental,,872154274000,60627.92,79345.07,5108755109651884,2445
664,664,664,664,664,664,664,664,664,Koo Spino,80280,Old Shore,5963,693727461000,62752.22,8892.51,5048379466745594,8777
665,665,665,665,665,665,665,665,665,Kelsy Sample,6179,Cody,,1040138947000,7364.11,74729.52,5108755624196803,4555
666,666,666,666,666,666,666,666,666,Codi Liddall,53132,Upham,42-125,1171738891000,17858.52,66048.91,5108759037541134,7497
667,667,667,667,667,667,667,667,667,Nowell Berthouloume,35,Northland,,204652968000,55706.85,21904.92,5048372610515179,4342
668,668,668,668,668,668,668,668,668,Celesta Micklem,81511,Hooker,,89618750000,54520.57,65700.32,5108754092388075,4658
669,669,669,669,669,669,669,669,669,Denys Webb,52826,Mifflin,,-544699232000,76775.44,31137.03,5108750278892823,2723
670,670,670,670,670,670,670,670,670,Celestine Bianco,6690,Union,,1383780442000,86127.16,97923.79,5108752355085594,6738
671,671,671,671,671,671,671,671,671,Karee Charnley,292,Debra,,-173396120000,93757.51,70923.6,5108753525866814,9535
672,672,672,672,672,672,672,672,672,Marga Thomann,8334,Northland,,180465658000,41039.96,38557.12,5108752043464557,9655
673,673,673,673,673,673,673,673,673,Chaim Kytley,19768,Eggendart,79632,-303963151000,65825.52,83332.11,5048371825762451,6629
674,674,674,674,674,674,674,674,674,Jesus Blues,90315,Shelley,,1349379780000,84694.52,41052.35,5048371763609888,1752
675,675,675,675,675,675,675,675,675,Bentley Moakler,4,Melrose,,1321429239000,23004.58,56025.67,5048377358509193,2720
676,676,676,676,676,676,676,676,676,Corby Postin,26,Bonner,2300,750650426000,82530.89,82640.62,5048372804191977,5493
677,677,677,677,677,677,677,677,677,Fabien Bannester,5,West,,894494500000,99277.11,46215.9,5108759476930061,1034
678,678,678,678,678,678,678,678,678,Anjela Betje,4544,Harper,,509075509000,46608.35,42658.05,5048373063522134,2636
679,679,679,679,679,679,679,679,679,Arney Poynton,640,Mockingbird,,196185535000,14452.83,62545.75,5048373071026755,8059
680,680,680,680,680,680,680,680,680,Mart Mullord,90,Cottonwood,3800-716,-295990058000,11678.77,84731.43,5048378092442352,1232
681,681,681,681,681,681,681,681,681,Dulcia Risman,1,Mayer,70000-000,1582204165000,81823.3,60735.37,5108755327874763,6098
682,682,682,682,682,682,682,682,682,Mirella Garrigan,6195,Sunfield,73216 CEDEX,-273526497000,54828.16,48484.88,5108751063084808,7078
683,683,683,683,683,683,683,683,683,Jasmine McMorran,7452,Russell,,-53145721000,44389.25,81371.94,5108758587720148,2236
684,684,684,684,684,684,684,684,684,Myrna Bernolet,21,Forest,253027,527177012000,12513.38,85558.43,5048375641945356,3507
685,685,685,685,685,685,685,685,685,Roxanna Benns,87,Iowa,,-151196297000,60468.04,58499.31,5108755548048908,7759
686,686,686,686,686,686,686,686,686,Kearney Woodsford,77621,Stephen,705079,1620955120000,80235.16,71407.71,5108750452961782,5068
687,687,687,687,687,687,687,687,687,Kory Pic,68211,Cardinal,14-210,-530290795000,4482.5,32276.64,5108751441074810,6852
688,688,688,688,688,688,688,688,688,Renard Tesdale,78,Corscot,,-599884785000,31077.08,81930.63,5108759674201984,2117
689,689,689,689,689,689,689,689,689,Alfred Marder,45,Sachtjen,,433427758000,42468.21,45103.55,5108751554940096,5718
690,690,690,690,690,690,690,690,690,Rochester Morcombe,63075,Colorado,84-217,-417159562000,15647.69,46863.91,5108757460812972,6240
691,691,691,691,691,691,691,691,691,Ermengarde Seth,38,Springview,,-119925260000,95475.92,84999.15,5108758732851913,2494
692,692,692,692,692,692,692,692,692,Karoline Hexum,95417,Kedzie,901993,114547000,73469.29,7914.13,5048375355647206,9008
693,693,693,693,693,693,693,693,693,Rosaline Sommerfeld,15,Rutledge,606085,445851415000,37987.7,14616.11,5048377716140988,7298
694,694,694,694,694,694,694,694,694,Jameson McRoberts,746,Bluejay,32-851,877156359000,85869.88,9384.87,5048379090592339,5845
695,695,695,695,695,695,695,695,695,Katherine Colecrough,6,Northview,,1211042930000,82738.48,895.57,5108752155273028,3348
696,696,696,696,696,696,696,696,696,Eyde Hay,537,David,,-451023487000,74666.54,35417.67,5048375906234645,6846
697,697,697,697,697,697,697,697,697,Celinda Whaley,601,Homewood,,423273663000,47568.82,63231.41,5108751893570331,4124
698,698,698,698,698,698,698,698,698,Cord Brickell,45598,Lake View,,1153043475000,36483.99,77967.38,5048371825817578,7777
699,699,699,699,699,699,699,699,699,Charlene Rubery,1589,Elka,,491467942000,61921.94,40255.56,5108751928291838,3449
700,700,700,700,700,700,700,700,700,Nissie Ianiello,891,Bashford,,-192510715000,8357.23,23121.64,5048373613932346,7372
701,701,701,701,701,701,701,701,701,Lida Reardon,4101,Cambridge,,728758749000,22018.77,45436.67,5108759892784464,4517
702,702,702,702,702,702,702,702,702,Tad Greensted,88302,Rieder,,481408415000,87870.36,87.99,5108752661719985,2607
703,703,703,703,703,703,703,703,703,Wilfrid Middlemist,43219,Rieder,,-392065949000,37001.43,22156.18,5048370465752376,3384
704,704,704,704,704,704,704,704,704,Corty Hellmore,7772,Judy,,-277682900000,23899.09,99790.03,5048378787807067,7571
705,705,705,705,705,705,705,705,705,Dorian Marte,3917,Summit,389 01,429630694000,80358.67,52858.03,5108753464112337,6968
706,706,706,706,706,706,706,706,706,Dorice Jennions,96329,Village Green,,-465491623000,49469.61,75186.2,5108755414376300,6211
707,707,707,707,707,707,707,707,707,Starla Lenton,14139,Meadow Vale,,802089077000,30880.42,26075.61,5108757876118345,2973
708,708,708,708,708,708,708,708,708,Ulrika Valentin,6631,Chinook,,321742088000,38251.42,80300.1,5108756482424626,1536
709,709,709,709,709,709,709,709,709,Pincus Elie,1339,Longview,,-575044120000,86990.5,82838.9,5108758403144366,6063
710,710,710,710,710,710,710,710,710,Viviene Chasmoor,5,Village,,-613688389000,44216.39,63021.05,5108759418364585,5690
711,711,711,711,711,711,711,711,711,Geri Howard,9,Havey,,1309754318000,93066.17,6219.69,5108750909615650,2504
712,712,712,712,712,712,712,712,712,Charlean Sennett,1900,Golf,2436,337001421000,20369.71,87266.42,5108750905335428,4347
713,713,713,713,713,713,713,713,713,Derward Cashin,48,Red Cloud,,1585893639000,76723.95,10475.09,5108757842162856,9806
714,714,714,714,714,714,714,714,714,Erin Stouther,20,Westerfield,,335536020000,81325.63,6554.86,5048379175647644,5841
715,715,715,715,715,715,715,715,715,Marianna Sokill,1976,Grover,,203134288000,97975.93,74906.21,5048373600283570,9495
716,716,716,716,716,716,716,716,716,Russ Ridhole,26,Rockefeller,,1371556798000,56758.56,51057.28,5048379797768026,4744
717,717,717,717,717,717,717,717,717,Maud Durnford,8001,Fremont,520-0111,304045866000,60187.2,55536.55,5048372679812913,9592
718,718,718,718,718,718,718,718,718,Nevil Rodwell,485,Saint Paul,,123285511000,71464.53,54994.85,5048374989515269,9296
719,719,719,719,719,719,719,719,719,Iseabal Liptrod,5390,Amoth,10260,777589202000,25661.38,40710.61,5108756552122076,6471
720,720,720,720,720,720,720,720,720,Laurel Wrates,7,Arapahoe,03011,970117444000,72707.53,43915.97,5108753353655982,3665
721,721,721,721,721,721,721,721,721,Pat Cranefield,456,Anzinger,89000-000,533453966000,36524.75,43881.08,5108759283664085,9506
722,722,722,722,722,722,722,722,722,Nananne Chappelow,84216,Amoth,675029,-24628452000,94274.13,58268.55,5108758078723775,6123
723,723,723,723,723,723,723,723,723,Morgana Shackleford,17,Leroy,,374505734000,51711.3,60194.15,5048373818853297,3321
724,724,724,724,724,724,724,724,724,Luce Martinetto,4,La Follette,642 82,346499368000,88185.46,76498.95,5108752155234863,4212
725,725,725,725,725,725,725,725,725,Arabele Shillingford,58399,Ryan,17250-000,-213030714000,80605.39,40550.45,5108752029883218,9912
726,726,726,726,726,726,726,726,726,Kristos Yakushkev,0,Pennsylvania,,595272132000,59843.53,98157.48,5048374822473320,3800
727,727,727,727,727,727,727,727,727,Jedd McWilliams,4617,Sommers,,-578927858000,15970.31,14761.45,5048373718623576,5496
728,728,728,728,728,728,728,728,728,Benita Albutt,46,Laurel,9928,1068583043000,77690.3,91580.71,5048378985482762,9127
729,729,729,729,729,729,729,729,729,Nikolos Tofful,37,Nelson,2307,978029683000,61496.27,25962.04,5108750279003628,6762
730,730,730,730,730,730,730,730,730,Winslow Ladell,69,Daystar,,-218551029000,69536.27,17349.2,5108756505284601,3891
731,731,731,731,731,731,731,731,731,Isacco Kays,1123,Magdeline,00928,-104712238000,37805.4,38178.61,5048378884294714,2789
732,732,732,732,732,732,732,732,732,Basile Stuther,9833,Ridge Oak,,692399189000,74462.54,25968.88,5108755896852844,4378
733,733,733,733,733,733,733,733,733,Ashleigh Windsor,751,Huxley,,-347349684000,7638.16,49725.83,5048370911679918,1641
734,734,734,734,734,734,734,734,734,Averil Gooderridge,1,Bartillon,2604,1480601710000,3417.53,68684.75,5108758179569127,1690
735,735,735,735,735,735,735,735,735,Scarlett Dymick,4,Springview,34000,1012868017000,61940.83,98769.65,5108751038237432,2656
736,736,736,736,736,736,736,736,736,Kylynn Castagno,8254,Sachtjen,,1503002555000,63994.15,33775.97,5048375492443048,2541
737,737,737,737,737,737,737,737,737,Dougie Amori,5189,Summerview,501-4455,614329094000,98487.3,46552.99,5048373312674181,6698
738,738,738,738,738,738,738,738,738,Barry Benbrick,2,Vera,,-621489552000,99428.4,29625.59,5048376995824494,8279
739,739,739,739,739,739,739,739,739,Sharla Ridsdell,21640,Bultman,592 13,139308555000,28286.21,10058.78,5048376807999096,5430
740,740,740,740,740,740,740,740,740,Paola Ungerecht,66,Florence,,332071991000,49334.69,27901.75,5108753345675197,5883
741,741,741,741,741,741,741,741,741,Eadith Le Houx,38616,Menomonie,,1436265839000,54180.17,52100.45,5048371419788060,8802
742,742,742,742,742,742,742,742,742,Berny Metcalfe,1,Lillian,661 24,-619817650000,9846.81,35850.66,5108756416992375,4681
743,743,743,743,743,743,743,743,743,Clifford Boyles,0,Fair Oaks,606231,-70488658000,27468.3,96002.88,5048375110405775,1671
744,744,744,744,744,744,744,744,744,Peadar McCurtin,39,Steensland,,392039544000,48659.88,40463.36,5108751793851682,3952
745,745,745,745,745,745,745,745,745,Maximilianus Bream,286,Pierstorff,4809,285259004000,405.92,13194.74,5108755793774612,8107
746,746,746,746,746,746,746,746,746,Spenser Isac,3,Michigan,,443534821000,57820.8,51226.59,5108755790231798,3719
747,747,747,747,747,747,747,747,747,Eugine Bold,2431,Pepper Wood,403772,1104936286000,34306.53,9268.46,5108754704510892,2368
748,748,748,748,748,748,748,748,748,Rachel Silverston,54876,Thompson,1110,502040015000,90090.12,99727.34,5048375442164884,1502
749,749,749,749,749,749,749,749,749,Ethelbert Kerley,235,Mccormick,,1619067042000,21973.13,37629.34,5048378557328484,9265
750,750,750,750,750,750,750,750,750,Corie Granleese,7,Novick,20184 CEDEX 1,202780416000,47527.91,66342.1,5048377218241235,4926
751,751,751,751,751,751,751,751,751,Merrick Cheal,27,Park Meadow,,1482201767000,50322.78,44734.3,5108757432393499,8876
752,752,752,752,752,752,752,752,752,Kirstin Jeanon,1,Alpine,96710,1216620901000,66751.23,95132.9,5048372523103857,8896
753,753,753,753,753,753,753,753,753,Devlen Gateshill,85,Gerald,,167204619000,58238.42,4779.41,5108759681749934,8258
754,754,754,754,754,754,754,754,754,Alexandr Findon,34877,Barby,,-483981522000,89342.0,98310.82,5108753447413620,3798
755,755,755,755,755,755,755,755,755,Ray Presdee,24,Bunting,,31411190000,77.69,83332.76,5048375475383690,3837
756,756,756,756,756,756,756,756,756,Rodina Mallabone,88658,Nova,,-173833671000,81141.47,99106.09,5108758768413026,5405
757,757,757,757,757,757,757,757,757,Andy Pashba,7,Dennis,2425-839,56863614000,10998.22,28371.59,5048370282052745,4771
758,758,758,758,758,758,758,758,758,Edgar Cremin,529,Hazelcrest,2509,737362736000,17039.89,16940.11,5048376673540461,2245
759,759,759,759,759,759,759,759,759,Joyce Dummer,40573,Bay,,186418495000,84889.83,28488.48,5048379095555992,7431
760,760,760,760,760,760,760,760,760,Louella Hamshaw,4376,Springview,594 53,91020984000,7123.15,86578.19,5048374350453678,8433
761,761,761,761,761,761,761,761,761,Marcella Kalkofer,1,Doe Crossing,06357 CEDEX 4,-203456260000,40141.68,90144.05,5108755386374283,8136
762,762,762,762,762,762,762,762,762,Junina Itzakovitz,45897,Fuller,,951978541000,880.43,81103.06,5108756826071885,3613
763,763,763,763,763,763,763,763,763,Sherline Scheu,68622,Marcy,431107,232436113000,89193.18,2501.49,5048373130316338,7431
764,764,764,764,764,764,764,764,764,Boot Keets,2,Hoepker,,423027300000,15255.51,50363.64,5048378204645066,7479
765,765,765,765,765,765,765,765,765,Haleigh Knell,533,Lyons,5029,1355250508000,44589.89,75601.11,5108754343659126,4520
766,766,766,766,766,766,766,766,766,Shadow Birkenshaw,8131,Caliangt,33140,1523952709000,61663.46,29305.06,5108759625878104,1501
767,767,767,767,767,767,767,767,767,Odie Attreed,8036,Annamark,,1190135780000,79105.72,45445.99,5108751229520604,8088
768,768,768,768,768,768,768,768,768,Ephrem Schorah,97,Ryan,,-622968284000,40370.69,88018.07,5048378123607130,1913
769,769,769,769,769,769,769,769,769,Linette Dann,25,Pawling,,-330458853000,57853.41,25952.47,5048376441276612,5855
770,770,770,770,770,770,770,770,770,Paolina Wayon,925,Fairview,,1439412659000,98247.7,40820.21,5048376831629438,7322
771,771,771,771,771,771,771,771,771,Melina Mucklow,88428,Elmside,11803,159247929000,25951.99,30652.1,5108759810179169,2776
772,772,772,772,772,772,772,772,772,Vittorio Cortin,6416,Blackbird,357560,826783109000,42398.65,27672.24,5048379621141713,8206
773,773,773,773,773,773,773,773,773,Elizabet Castagne,9855,Shopko,,-419851270000,32821.4,65794.34,5048370016485906,4951
774,774,774,774,774,774,774,774,774,Berni Caulwell,17,Dexter,186806,-459692082000,47485.72,50575.71,5048372492485285,2510
775,775,775,775,775,775,775,775,775,Gale Jaulmes,3030,Roxbury,30414,974754979000,14821.4,57147.86,5108756288454611,3140
776,776,776,776,776,776,776,776,776,Dannel Coghlan,5,Bonner,360 01,1256416239000,88372.21,49393.98,5048373708676071,8306
777,777,777,777,777,777,777,777,777,Janel Ballaam,65811,Dakota,,685487232000,33246.4,33799.34,5048374799514775,6711
778,778,778,778,778,778,778,778,778,Ludovika Bart,1,Namekagon,,-138996022000,59296.61,47416.21,5108755893749241,3197
779,779,779,779,779,779,779,779,779,Othelia Dyas,91,Bobwhite,,563282073000,46624.86,63933.68,5048377193791667,4874
780,780,780,780,780,780,780,780,780,Saree Janas,3927,Pankratz,,886522965000,59278.63,61113.93,5108755888028650,4231
781,781,781,781,781,781,781,781,781,Torrie Spencock,69886,Schurz,1738,-155466266000,54154.11,78927.03,5108757611809026,4214
782,782,782,782,782,782,782,782,782,Buckie Gemmell,67546,Maryland,83164 CEDEX,1059118319000,35439.23,95615.46,5048378044731571,3026
783,783,783,783,783,783,783,783,783,Laure Sutherns,97,Northland,44804 CEDEX,1414937003000,97471.45,4718.63,5048374125038358,5578
784,784,784,784,784,784,784,784,784,Ludwig Sawers,5773,Merry,,376284235000,57339.82,4656.04,5108753527880508,7045
785,785,785,785,785,785,785,785,785,Kellen Danbye,310,Maryland,,582174707000,17946.42,88841.96,5108759024916828,9662
786,786,786,786,786,786,786,786,786,Gabbie Fronsek,4749,Grayhawk,,-459874173000,57536.57,25156.45,5048370107779852,6753
787,787,787,787,787,787,787,787,787,Craggy Marson,8,High Crossing,,-495879938000,55539.05,71805.66,5108757290926752,8745
788,788,788,788,788,788,788,788,788,Joya Sandwick,6,Grasskamp,,1408723081000,52759.83,23675.95,5108751077160123,8046
789,789,789,789,789,789,789,789,789,Vladimir Patching,1,Summerview,360-0201,95598707000,76741.92,78402.5,5048370053604997,4704
790,790,790,790,790,790,790,790,790,Ryan Saltmarsh,9,International,,1405850686000,4554.88,80481.81,5048374701496004,5350
791,791,791,791,791,791,791,791,791,Pepito Crassweller,30,Pierstorff,8418,-529427386000,31381.0,40680.8,5108750602990830,4037
792,792,792,792,792,792,792,792,792,Berke Gerrill,7213,Riverside,36120,852059226000,25859.1,82127.73,5048374010910273,3726
793,793,793,793,793,793,793,793,793,Alika Larraway,6207,Warner,55920-000,356838359000,82355.18,24183.23,5108756420528884,3050
794,794,794,794,794,794,794,794,794,Deerdre Sachno,67181,Pankratz,4064,963063510000,32051.51,89731.77,5108759491188778,1941
795,795,795,795,795,795,795,795,795,Amby Bridgen,2,Mcbride,361366,1561874530000,64497.42,90080.69,5108754261614095,5117
796,796,796,796,796,796,796,796,796,Jessy Cowup,22084,Debra,,-485614682000,54191.77,80770.22,5108755966348459,6640
797,797,797,797,797,797,797,797,797,Amaleta Kinnach,52,6th,6012,1308496807000,86112.23,50409.64,5048370623831617,8612
798,798,798,798,798,798,798,798,798,Vinnie Dunley,58410,Lakewood Gardens,51120,-353230613000,57070.14,35572.4,5108755501638943,4577
799,799,799,799,799,799,799,799,799,North Johnsson,384,Veith,8284,856491832000,33060.28,22274.98,5048379593423180,8478
800,800,800,800,800,800,800,800,800,Marshall Munby,9,Vahlen,33394 CEDEX,144617511000,99060.71,51700.01,5108750614768026,8331
801,801,801,801,801,801,801,801,801,Urbanus Cahey,6530,Mccormick,,1382046788000,35097.76,76821.13,5048371530986973,5964
802,802,802,802,802,802,802,802,802,Eden Ruger,40,Iowa,76152 CEDEX,-278198686000,44432.52,28292.31,5108759653435165,9613
803,803,803,803,803,803,803,803,803,Quent Oxe,9142,Paget,2415-177,-509835630000,24999.12,40489.19,5108752626987651,4962
804,804,804,804,804,804,804,804,804,Robbin Bolle,74,Lien,,1355163980000,16432.0,1385.46,5108756456144721,2589
805,805,805,805,805,805,805,805,805,Koralle Mabbe,1167,Rutledge,50009 CEDEX,284789805000,95807.13,2114.8,5108755966469834,6877
806,806,806,806,806,806,806,806,806,Maxwell Chelnam,7,Kenwood,,1444250301000,48841.7,45384.55,5048379763365716,5050
807,807,807,807,807,807,807,807,807,Maddie Jacqueminet,0,Iowa,21210,1062349637000,31546.03,11387.03,5048375248960360,7551
808,808,808,808,808,808,808,808,808,Kaile Grindlay,752,Schmedeman,,995189166000,64564.06,33543.38,5048377758338391,5208
809,809,809,809,809,809,809,809,809,Russ Keeble,4,Talmadge,5706,751269099000,59650.12,81996.6,5108757167900476,1249
810,810,810,810,810,810,810,810,810,Vi Stobart,5894,Jenifer,,-27104707000,66851.6,21974.24,5048376132814820,1518
811,811,811,811,811,811,811,811,811,Matteo Feaks,82,Thackeray,,-211548466000,33281.86,2771.16,5048376033550051,7814
812,812,812,812,812,812,812,812,812,Etty Gowar,2401,Park Meadow,,1640347360000,4962.98,46639.17,5108756398321957,4638
813,813,813,813,813,813,813,813,813,Morna Joscelin,6,Jackson,97864 CEDEX,1540438723000,42218.88,65840.71,5048372853622740,1832
814,814,814,814,814,814,814,814,814,Roda Bewsy,30662,Marcy,,-302284620000,38071.65,66540.84,5108752629518354,4597
815,815,815,815,815,815,815,815,815,Bruno Wyndham,6,Mallory,25117 CEDEX,-589603521000,86569.04,75150.4,5048376688746228,9812
816,816,816,816,816,816,816,816,816,Quincey McCarter,6657,Randy,94330,558008307000,8301.28,74482.06,5108754272793219,5259
817,817,817,817,817,817,817,817,817,Jocelyne Pitkeathly,8473,Melby,344-0061,843827999000,31580.11,30156.31,5048376898841173,3898
818,818,818,818,818,818,818,818,818,Issiah Portugal,8,Loftsgordon,8365-059,-576597919000,45815.67,28143.24,5048375959458372,6229
819,819,819,819,819,819,819,819,819,Catlin Whitwell,35,Moulton,633411,1041137048000,63867.24,61192.84,5048374825574132,8289
820,820,820,820,820,820,820,820,820,Vinny Beauly,73,Ramsey,,-421969321000,45170.05,69991.56,5108758454461925,7579
821,821,821,821,821,821,821,821,821,Caitrin Hansed,9,Sherman,,29583985000,76466.97,26420.69,5048378408643842,6354
822,822,822,822,822,822,822,822,822,Horatio Danbrook,0,Shelley,753 62,236138523000,77059.46,20704.88,5108751525988984,8295
823,823,823,823,823,823,823,823,823,Timi Raycroft,899,Boyd,,1131225100000,49099.93,46007.88,5048372852202676,4572
824,824,824,824,824,824,824,824,824,Constantino Ilewicz,9,Banding,,1022505879000,22442.94,3909.49,5108755718445983,7642
825,825,825,825,825,825,825,825,825,Willow Valerius,73839,Melody,,-298348110000,58974.07,11179.63,5108756776363688,2925
826,826,826,826,826,826,826,826,826,Nicoli Matzl,9357,Vahlen,47239,904232292000,98219.75,2682.36,5108753123813796,4703
827,827,827,827,827,827,827,827,827,Tarah Wiz,9984,Grim,147 00,229561703000,44497.4,8707.25,5048377248868502,6564
828,828,828,828,828,828,828,828,828,Ferguson Ciardo,306,Cottonwood,,120912321000,61631.21,34643.51,5108750907038426,5460
829,829,829,829,829,829,829,829,829,Millisent Elfitt,1,Sunfield,62-085,1524636017000,6283.63,38280.36,5048372860380365,4853
830,830,830,830,830,830,830,830,830,Rustin Sellers,35572,Kropf,35400,146005359000,4287.44,81744.16,5108750230185431,5356
831,831,831,831,831,831,831,831,831,Liliane Folonin,178,Delaware,,-180531889000,60684.04,70828.56,5108759146510376,7365
832,832,832,832,832,832,832,832,832,Katie Detoc,0,6th,,814689773000,29056.97,16246.19,5108758747105396,8148
833,833,833,833,833,833,833,833,833,Lezley Swindon,10210,Laurel,63520-000,-468585176000,99376.33,20717.15,5108758187274751,2615
834,834,834,834,834,834,834,834,834,Willi Valentetti,21639,Chinook,,1055031508000,23284.45,41570.45,5048377927291422,1410
835,835,835,835,835,835,835,835,835,Alanah Sollime,8,Loeprich,,712330662000,55117.26,79934.64,5048376169313779,8600
836,836,836,836,836,836,836,836,836,Becky Cowle,0,Ridgeview,,676598373000,14457.55,55771.5,5048379773560207,2497
837,837,837,837,837,837,837,837,837,Sorcha Pachta,9,David,95128,-228746859000,12161.69,58020.15,5108754515190454,1814
838,838,838,838,838,838,838,838,838,Katharine Woodyeare,541,Thompson,301477,-475621576000,12369.64,81858.31,5108753268756248,4006
839,839,839,839,839,839,839,839,839,Douglass Janatka,667,Farragut,74-320,705647920000,24411.65,47934.66,5108754354538144,5004
840,840,840,840,840,840,840,840,840,Claudell Gotcliff,383,Boyd,,1407805896000,35507.26,98708.62,5048379583234142,6585
841,841,841,841,841,841,841,841,841,Burgess Spender,720,School,6813,565521630000,30655.09,33950.08,5108750576343438,3934
842,842,842,842,842,842,842,842,842,Alexandros Le Pine,8837,Oxford,,472051033000,7938.11,5574.04,5108758335949023,1185
843,843,843,843,843,843,843,843,843,Tommi Maudett,6607,Anzinger,,1409500384000,89409.99,47836.58,5108750540166899,1307
844,844,844,844,844,844,844,844,844,Selene Morsom,4412,Jenifer,39818-000,1271971861000,40783.07,64826.5,5048376438081256,5980
845,845,845,845,845,845,845,845,845,Marjie Muneely,43669,Artisan,,930693613000,92663.44,96354.43,5048375670639342,6700
846,846,846,846,846,846,846,846,846,Kathie Chadney,959,Carioca,8230,1368032926000,25767.99,88864.3,5048379299622887,2465
847,847,847,847,847,847,847,847,847,Marcellina Druitt,4,Eastwood,4615-099,903373061000,85175.48,73848.04,5048377951082937,2295
848,848,848,848,848,848,848,848,848,Rochester Rossin,49,Burrows,,280204541000,34596.95,47170.25,5108753515570640,4830
849,849,849,849,849,849,849,849,849,Gertrude Maudsley,573,Division,1161,756690534000,21610.5,28498.3,5048374492778339,5213
850,850,850,850,850,850,850,850,850,Benyamin Do Rosario,50554,Roxbury,,417053356000,85955.4,9175.59,5048376171228924,1184
851,851,851,851,851,851,851,851,851,Tildi Westmancoat,22073,Mcguire,,905191730000,76191.91,18738.6,5108751729301992,7427
852,852,852,852,852,852,852,852,852,Annabela Dufton,92,Bellgrove,4600-661,100190674000,72576.04,85411.16,5108755173377481,6776
853,853,853,853,853,853,853,853,853,Mable Enright,95,Golf,,234806521000,82428.38,8449.45,5048378536749859,7820
854,854,854,854,854,854,854,854,854,Leland Gentile,849,Lindbergh,342 80,-540899243000,65006.3,30003.64,5108751034679645,2323
855,855,855,855,855,855,855,855,855,Tara Averill,76,Knutson,57990,414456296000,36023.57,62016.91,5108753255159307,6562
856,856,856,856,856,856,856,856,856,Genevra Lacey,7147,Steensland,14815-000,64888326000,64451.8,76166.43,5048375920511077,7970
857,857,857,857,857,857,857,857,857,Myrah Kinnar,1457,Mesta,197-0834,-393069937000,32162.51,9018.82,5048379826155906,5354
858,858,858,858,858,858,858,858,858,Aeriell Kibbel,24,Lillian,6090-215,-544527125000,29919.35,10989.46,5108758252709806,7463
859,859,859,859,859,859,859,859,859,Gil Calveley,185,Scoville,366502,758718825000,63628.16,22042.04,5048379582097300,5918
860,860,860,860,860,860,860,860,860,Dun Oldland,238,Orin,,-52731345000,7064.63,89477.84,5048379558071917,8660
861,861,861,861,861,861,861,861,861,Kirsti Ellice,8280,Cordelia,22-672,-547295231000,31042.88,51138.06,5048371662636917,6966
862,862,862,862,862,862,862,862,862,Phebe Rabbitts,13133,Burrows,,-298020211000,91482.35,64723.17,5048377358002223,8138
863,863,863,863,863,863,863,863,863,Raleigh Agnew,5,Novick,4312,833002684000,78802.54,53794.92,5048370518269816,8049
864,864,864,864,864,864,864,864,864,Charmine Saben,8607,Mariners Cove,351 06,192250491000,54017.57,44109.18,5048371513392116,1118
865,865,865,865,865,865,865,865,865,Samson Jurasz,4,Spaight,,263726802000,25390.27,93730.73,5048375144227583,1326
866,866,866,866,866,866,866,866,866,Maureene Gouldstone,2,Tennessee,181000,774812072000,69059.08,17558.37,5108759264650848,5203
867,867,867,867,867,867,867,867,867,Constantin Hindsberg,3,Bobwhite,,-91955131000,41222.94,90931.6,5108756171660118,2238
868,868,868,868,868,868,868,868,868,Joycelin Papaccio,49805,Wayridge,671410,27127055000,68382.15,52018.82,5048370538235011,4019
869,869,869,869,869,869,869,869,869,Sianna cornhill,205,Brown,,208147383000,77113.22,12035.82,5108758870768457,8916
870,870,870,870,870,870,870,870,870,Mike Skedgell,464,Goodland,215723,1560433345000,27452.38,64119.7,5048371920942222,7482
871,871,871,871,871,871,871,871,871,Petra Mobbs,98,Becker,135 22,1406733427000,96012.56,4814.49,5048371099348904,8664
872,872,872,872,872,872,872,872,872,Euphemia Folshom,7,Blackbird,,585819588000,24000.01,20333.49,5108751295805574,5346
873,873,873,873,873,873,873,873,873,Jerrome Lutz,949,Esker,,80182711000,55809.66,94290.04,5108758077825316,8865
874,874,874,874,874,874,874,874,874,Maybelle Chisholme,3,Bonner,357937,-269646470000,68058.38,87166.11,5048375991159988,4263
875,875,875,875,875,875,875,875,875,Yvon Blenkinsop,3651,Saint Paul,,45677537000,18852.4,86493.41,5108756355906782,1281
876,876,876,876,876,876,876,876,876,Francesco Tankin,24,Darwin,62-090,-459091859000,30196.45,81497.64,5108756651432988,8936
877,877,877,877,877,877,877,877,877,Fitz Nyles,0,Butterfield,76-230,386068973000,78790.96,7722.81,5108753223650817,4584
